,nearest_miles,Intensity_5 miles,Intensity_10 miles,Intensity_20 miles,Intensity_30 miles,intensity_50 miles,Intensity_100 miles,Intensity_200 miles,,
13078,5,0,1,1,1,2,5,41,,
13088,5,0,1,1,1,2,5,32,,
13089,7,0,1,1,1,1,5,30,,
13090,8,0,1,1,1,1,5,29,,
13108,10,0,0,1,1,1,5,34,,
13126,33,0,0,0,0,1,5,15,,
13148,33,0,0,0,0,2,5,24,,
13152,15,0,0,1,1,1,5,39,,
13159,15,0,0,1,1,3,5,46,,
13202,0,1,1,1,1,2,5,39,,
13203,1,1,1,1,1,2,5,39,,
13204,1,1,1,1,1,2,5,37,,
13206,2,1,1,1,1,2,5,39,,
13214,3,1,1,1,1,2,5,39,,
13220,5,0,1,1,1,2,5,34,,
13221,0,1,1,1,1,2,5,39,,
13316,28,0,0,0,1,2,4,32,,
13317,35,0,0,0,0,2,7,55,,
13326,30,0,0,0,0,1,7,56,,
13329,23,0,0,0,1,1,6,51,,
13357,10,0,0,1,1,1,5,49,,
13413,3,1,1,1,1,2,5,47,,
13421,21,0,0,0,2,2,5,42,,
13440,14,0,0,1,1,2,5,40,,
13476,15,0,0,1,1,2,6,44,,
13501,0,1,1,1,1,2,5,47,,
13502,1,1,1,1,1,2,5,45,,
13601,65,0,0,0,0,0,2,15,,
13642,87,0,0,0,0,0,2,13,,
13669,112,0,0,0,0,0,0,11,,
13778,14,0,0,1,1,1,6,52,,
13815,32,0,0,0,0,3,7,55,,
13820,44,0,0,0,0,2,9,58,,
13850,9,0,1,1,1,3,6,56,,
13902,2,1,1,1,1,3,6,54,,
13903,4,1,1,1,1,3,6,56,,
13904,2,1,1,1,1,3,6,54,,
14006,19,0,0,1,1,2,4,22,,
14010,7,0,1,1,1,1,4,21,,
14020,31,0,0,0,0,2,4,17,,
14031,14,0,0,1,1,1,4,19,,
14048,26,0,0,0,1,3,4,23,,
14051,13,0,0,1,1,1,4,19,,
14052,17,0,0,1,1,1,4,21,,
14059,12,0,0,1,1,1,4,20,,
14068,11,0,0,1,1,1,4,19,,
14086,12,0,0,1,1,1,4,19,,
14092,20,0,0,0,1,1,4,17,,
14095,22,1,1,1,1,1,3,18,,
14120,13,0,0,1,1,1,4,19,,
14127,10,0,0,1,1,1,4,21,,
14150,8,0,1,1,1,1,4,20,,
14201,0,1,1,1,1,1,4,20,,
14202,0,1,1,1,1,1,4,20,,
14203,0,1,1,1,1,1,4,20,,
14207,4,1,1,1,1,1,4,20,,
14209,2,1,1,1,1,1,4,20,,
14210,2,1,1,1,1,1,4,21,,
14214,4,1,1,1,1,1,4,20,,
14216,4,1,1,1,1,1,4,20,,
14219,7,0,1,1,1,1,4,21,,
14221,9,0,1,1,1,1,4,19,,
14224,7,0,1,1,1,1,4,21,,
14225,6,0,1,1,1,1,4,20,,
14226,7,0,1,1,1,1,4,19,,
14228,11,0,0,1,1,1,4,19,,
14240,3,1,1,1,1,1,4,20,,
14302,17,0,0,1,1,1,4,18,,
14303,16,0,0,1,1,1,4,18,,
14305,17,0,0,1,1,1,4,17,,
14411,30,0,0,0,0,2,3,13,,
14415,40,0,0,0,0,40,6,25,,
14424,26,0,0,0,1,1,5,19,,
14425,19,0,0,1,1,1,5,18,,
14427,42,0,0,0,0,2,4,21,,
14428,13,0,0,1,1,1,5,14,,
14445,6,0,1,1,1,1,4,14,,
14450,9,0,1,1,1,1,4,15,,
14454,26,0,0,0,1,1,5,19,,
14456,36,0,0,0,0,2,6,22,,
14467,7,0,1,1,1,1,4,15,,
14469,20,0,0,0,1,1,5,18,,
14481,30,0,0,0,0,2,5,19,,
14487,24,0,0,0,1,1,5,19,,
14505,21,0,0,0,1,1,6,16,,
14513,26,0,0,0,1,2,6,17,,
14527,40,0,0,0,0,2,6,28,,
14534,7,0,1,1,1,1,4,14,,
14539,26,0,0,0,1,1,5,19,,
14564,15,0,0,1,1,1,5,18,,
14569,37,0,0,0,0,2,4,18,,
14580,8,0,1,1,1,1,4,14,,
14586,8,0,1,1,1,1,4,13,,
14591,33,0,0,0,0,2,5,17,,
14602,0,1,1,1,1,1,4,14,,
14603,0,1,1,1,1,1,4,14,,
14604,0,1,1,1,1,1,4,14,,
14605,0,1,1,1,1,1,4,14,,
14606,4,1,1,1,1,1,4,12,,
14607,0,1,1,1,1,1,4,14,,
14608,1,1,1,1,1,1,4,14,,
14609,2,1,1,1,1,1,4,14,,
14611,1,1,1,1,1,1,4,14,,
14613,2,1,1,1,1,1,4,14,,
14614,0,1,1,1,1,1,4,14,,
14615,4,1,1,1,1,1,4,13,,
14617,4,1,1,1,1,1,4,14,,
14618,3,1,1,1,1,1,4,14,,
14620,1,1,1,1,1,1,4,14,,
14623,5,0,1,1,1,1,4,14,,
14624,6,0,1,1,1,1,4,12,,
14625,5,0,1,1,1,1,4,14,,
14626,6,0,1,1,1,1,4,12,,
14646,0,1,1,1,1,1,4,14,,
14649,0,1,1,1,1,1,4,14,,
14650,0,1,1,1,1,1,4,14,,
14692,4,1,1,1,1,1,4,14,,
14701,0,1,1,1,1,2,4,29,,
14702,0,1,1,1,1,2,3,29,,
14760,42,0,0,0,0,1,6,31,,
14810,31,0,0,0,0,1,5,35,,
14830,13,0,0,1,1,1,6,52,,
14831,13,0,0,1,1,1,6,52,,
14850,28,0,0,0,1,3,7,48,,
14851,28,0,0,0,1,3,7,47,,
14852,32,0,0,0,0,3,7,47,,
14901,0,1,1,1,1,2,6,54,,
14902,0,1,1,1,1,2,6,54,,
15010,12,0,0,1,3,5,11,31,,
15017,9,0,1,3,4,5,12,36,,
15018,11,0,0,2,3,6,11,36,,
15024,10,0,0,3,3,4,12,35,,
15025,11,0,0,3,3,5,12,36,,
15044,9,0,1,3,3,5,12,36,,
15045,9,0,2,2,4,5,12,36,,
15055,11,0,0,2,4,5,12,35,,
15061,9,0,1,1,2,6,11,32,,
15062,19,0,0,2,3,5,11,38,,
15066,9,0,1,1,2,5,12,32,,
15071,10,0,0,2,4,5,12,34,,
15074,8,0,1,1,2,6,12,32,,
15086,3,1,1,2,3,5,12,32,,
15090,6,0,1,2,3,5,12,33,,
15095,4,1,1,2,3,5,12,33,,
15101,8,0,1,3,3,4,12,36,,
15102,8,0,1,3,4,5,12,36,,
15106,6,0,1,3,4,5,12,36,,
15108,10,0,0,2,4,6,12,33,,
15112,4,1,2,2,4,5,12,37,,
15122,7,0,2,2,4,5,12,36,,
15129,10,0,0,3,4,5,12,36,,
15132,7,0,1,2,4,6,11,37,,
15137,4,1,2,2,4,5,11,37,,
15139,7,0,2,3,3,4,12,35,,
15143,10,0,0,2,4,6,12,33,,
15146,0,1,1,2,3,5,11,37,,
15148,2,1,1,2,4,5,11,37,,
15201,2,1,1,3,4,5,12,37,,
15202,5,0,1,3,4,5,12,36,,
15203,1,1,1,2,4,5,12,36,,
15205,4,1,1,3,4,5,12,37,,
15206,4,1,2,3,4,5,12,37,,
15211,1,1,1,3,4,5,12,36,,
15212,1,1,1,3,4,5,12,36,,
15213,1,1,1,3,4,5,12,37,,
15215,5,0,2,3,4,4,12,37,,
15219,0,1,1,3,4,5,12,36,,
15220,3,1,1,2,4,5,12,36,,
15221,5,0,2,2,4,4,12,37,,
15222,0,1,1,3,4,5,12,36,,
15223,4,1,1,3,4,5,12,37,,
15225,7,0,1,3,4,6,12,34,,
15228,5,0,1,3,4,5,12,36,,
15230,6,0,1,3,4,5,12,34,,
15231,11,0,0,2,4,6,12,33,,
15232,3,1,2,3,4,5,12,37,,
15233,1,1,1,3,4,5,12,36,,
15235,4,1,2,2,4,5,12,37,,
15236,7,0,1,3,4,5,12,36,,
15237,7,0,1,3,4,6,12,35,,
15238,8,0,2,3,3,4,12,35,,
15241,9,0,1,3,4,5,12,36,,
15258,0,1,1,3,4,5,12,36,,
15265,0,1,1,3,4,5,12,36,,
15272,0,1,1,3,4,5,12,36,,
15275,5,0,1,3,4,5,12,34,,
15276,5,0,1,3,4,5,12,34,,
15279,2,1,1,3,4,5,12,37,,
15317,8,0,1,2,3,5,12,35,,
15320,24,0,0,0,1,4,12,37,,
15342,5,0,1,2,4,5,13,35,,
15474,35,0,0,0,0,4,10,37,,
15501,24,0,0,0,1,4,13,42,,
15530,21,0,0,0,3,3,13,43,,
15537,34,0,0,0,0,6,14,45,,
15601,14,0,0,1,2,5,11,37,,
15642,7,0,1,2,2,5,11,38,,
15650,21,0,0,0,2,5,13,38,,
15668,4,1,1,2,3,5,12,36,,
15701,24,0,0,0,1,4,11,40,,
15734,27,0,0,0,1,3,12,41,,
15748,19,0,0,1,1,4,13,39,,
15853,53,0,0,0,0,0,8,36,,
15901,0,1,1,1,2,5,13,42,,
15904,3,1,1,1,2,5,13,44,,
15907,0,1,1,1,1,5,13,42,,
15936,12,0,0,1,1,5,13,45,,
16046,4,1,1,2,3,5,13,33,,
16055,18,0,0,2,3,4,15,35,,
16056,14,0,0,1,3,5,14,35,,
16057,24,0,0,0,1,4,13,29,,
16066,0,1,1,2,3,5,12,32,,
16101,18,0,0,1,2,4,12,30,,
16103,20,0,0,0,2,4,12,30,,
16105,16,0,0,1,2,3,12,30,,
16117,13,0,0,1,2,5,11,32,,
16125,24,0,0,0,1,2,11,29,,
16146,12,0,0,1,1,2,11,29,,
16148,13,0,0,1,1,2,11,29,,
16201,29,0,0,0,1,4,14,37,,
16242,45,0,0,0,0,2,13,38,,
16301,51,0,0,0,0,0,11,29,,
16365,17,0,0,1,1,1,6,31,,
16366,18,0,0,1,1,1,7,31,,
16373,38,0,0,0,0,2,13,30,,
16415,9,0,1,1,1,1,7,24,,
16428,14,0,0,1,1,2,4,24,,
16505,4,1,1,1,1,2,7,24,,
16506,4,1,1,1,1,2,7,24,,
16509,3,1,1,1,1,2,6,24,,
16514,6,0,1,1,1,2,6,24,,
16530,0,1,1,1,1,2,6,24,,
16664,22,0,0,0,2,4,13,46,,
16673,12,0,0,1,2,3,13,45,,
16701,32,0,0,0,0,1,7,31,,
16801,2,1,1,1,1,2,10,52,,
16803,0,1,1,1,1,2,10,51,,
16830,32,0,0,0,0,2,9,41,,
16853,11,0,0,1,1,2,7,55,,
16901,35,0,0,0,0,1,6,55,,
16915,66,0,0,0,0,0,6,38,,
16933,24,0,0,0,1,1,7,54,,
17001,22,0,0,0,1,2,20,61,,
17011,22,0,0,0,1,2,20,61,,
17013,31,0,0,0,0,3,21,56,,
17030,42,0,0,0,0,3,15,62,,
17032,35,0,0,0,0,3,17,63,,
17033,20,0,0,0,2,3,23,61,,
17042,18,0,0,1,3,3,18,61,,
17043,21,0,0,0,1,2,20,60,,
17053,29,0,0,0,1,2,18,61,,
17055,23,0,0,0,1,2,20,57,,
17059,31,0,0,0,0,1,13,59,,
17061,41,0,0,0,0,2,15,64,,
17070,20,0,0,0,1,3,20,60,,
17101,22,0,0,0,1,3,20,60,,
17102,23,0,0,0,1,2,20,60,,
17105,23,0,0,0,2,3,21,61,,
17110,24,0,0,0,1,3,20,60,,
17111,20,0,0,0,2,3,22,61,,
17112,25,0,0,0,1,3,20,62,,
17113,19,0,0,1,2,3,21,60,,
17201,20,0,0,0,1,3,17,50,,
17214,14,0,0,2,2,4,17,52,,
17225,10,0,0,1,3,3,16,46,,
17233,24,0,0,0,1,6,17,48,,
17256,9,0,1,2,3,3,17,47,,
17257,28,0,0,0,1,4,17,52,,
17318,3,1,1,1,2,3,22,59,,
17325,28,0,0,0,2,4,18,56,,
17327,12,0,0,1,2,4,20,58,,
17331,19,0,0,1,1,5,21,56,,
17339,14,0,0,1,2,2,22,59,,
17344,21,0,0,0,1,5,20,56,,
17362,11,0,0,1,1,5,21,56,,
17401,2,1,1,1,2,4,22,59,,
17402,0,1,1,1,2,4,22,59,,
17403,2,1,1,1,2,4,22,59,,
17405,0,1,1,2,2,4,22,59,,
17406,4,1,1,2,3,4,22,60,,
17506,14,0,0,2,2,8,23,57,,
17522,10,0,0,2,3,5,22,58,,
17543,6,0,1,1,3,5,23,59,,
17547,8,0,1,2,2,3,22,60,,
17552,9,0,1,2,2,3,22,60,,
17554,5,0,1,2,2,3,22,58,,
17560,12,0,0,1,2,6,22,58,,
17563,22,0,0,0,1,6,21,57,,
17582,8,0,1,2,2,4,22,58,,
17601,0,1,1,1,3,4,24,58,,
17602,4,1,1,1,3,5,22,59,,
17603,3,1,1,2,2,4,23,58,,
17604,3,1,1,1,3,5,24,58,,
17605,5,0,1,1,3,5,22,59,,
17701,55,0,0,0,0,0,10,62,,
17740,42,0,0,0,0,1,9,60,,
17754,54,0,0,0,0,0,10,64,,
17763,41,0,0,0,0,1,6,62,,
17801,53,0,0,0,0,0,13,64,,
17815,33,0,0,0,0,2,12,64,,
17837,53,0,0,0,0,0,10,65,,
17842,45,0,0,0,0,1,12,64,,
17870,54,0,0,0,0,0,13,64,,
17901,27,0,0,0,1,4,17,63,,
18002,4,1,1,1,2,7,29,61,,
18015,2,1,1,1,1,7,29,61,,
18016,1,1,1,1,1,7,29,61,,
18017,3,1,1,1,1,7,29,61,,
18018,0,1,1,1,1,7,28,61,,
18031,14,0,0,1,2,7,28,61,,
18034,5,0,1,1,2,7,29,61,,
18036,7,0,1,1,3,7,29,61,,
18040,11,0,0,1,1,8,31,60,,
18041,15,0,0,1,4,9,29,61,,
18044,10,0,0,1,1,8,31,60,,
18049,8,0,1,1,2,7,29,61,,
18062,10,0,0,1,2,6,28,61,,
18064,9,0,1,1,1,8,30,62,,
18065,11,0,0,1,2,6,28,62,,
18101,3,1,1,1,1,7,28,61,,
18103,4,1,1,1,2,7,29,61,,
18104,6,0,1,1,2,7,28,61,,
18106,9,0,1,1,2,7,29,61,,
18109,4,1,1,1,2,7,29,61,,
18195,4,1,1,1,2,7,29,61,,
18201,19,0,0,1,1,4,20,63,,
18220,29,0,0,0,1,4,20,62,,
18222,14,0,0,1,1,4,20,64,,
18301,29,0,0,0,1,5,31,63,,
18323,25,0,0,0,1,4,30,63,,
18337,37,0,0,0,0,5,34,62,,
18357,25,0,0,0,1,4,30,64,,
18360,26,0,0,0,1,4,31,63,,
18407,14,0,0,1,1,3,21,62,,
18411,5,0,1,2,2,3,16,63,,
18421,19,0,0,1,1,3,18,60,,
18428,25,0,0,0,1,2,27,61,,
18431,23,0,0,0,1,2,24,60,,
18433,10,0,0,1,2,3,22,63,,
18436,17,0,0,1,1,2,26,63,,
18503,0,1,1,2,2,2,21,63,,
18505,1,1,1,2,2,2,22,63,,
18507,4,1,1,2,2,2,20,63,,
18510,0,1,1,2,2,2,22,63,,
18512,2,1,1,2,2,2,21,63,,
18517,3,1,1,2,2,2,18,63,,
18518,4,1,1,2,2,2,18,63,,
18603,22,0,0,0,1,2,15,63,,
18610,18,0,0,1,2,3,30,64,,
18612,7,0,1,2,2,2,14,63,,
18641,7,0,2,2,2,2,15,65,,
18643,7,0,2,2,2,2,17,65,,
18657,17,0,0,1,2,3,7,65,,
18661,12,0,0,1,2,3,26,64,,
18702,0,1,1,2,2,3,19,65,,
18703,0,1,1,2,2,3,19,64,,
18704,2,1,1,2,2,2,18,64,,
18711,0,1,1,2,2,3,19,64,,
18773,0,1,1,2,2,3,19,64,,
18822,14,0,0,1,1,2,8,58,,
18901,9,0,1,2,6,11,30,59,,
18912,9,0,1,2,6,11,30,58,,
18914,7,0,1,2,6,10,30,61,,
18915,7,0,1,2,6,9,31,61,,
18916,12,0,0,1,5,11,30,61,,
18929,6,0,1,3,5,11,30,57,,
18936,6,0,1,2,6,9,31,61,,
18938,14,0,0,2,6,11,33,58,,
18940,9,0,1,2,5,10,32,57,,
18949,13,0,0,1,5,11,30,61,,
18951,12,0,0,1,3,8,29,61,,
18960,14,0,0,3,5,9,30,61,,
18964,14,0,0,2,4,8,30,61,,
18966,7,0,1,4,5,10,30,56,,
18969,14,0,0,2,4,8,30,61,,
18974,4,1,1,5,5,11,30,57,,
18976,4,1,1,3,5,10,30,60,,
19002,3,1,2,4,5,10,31,59,,
19003,7,0,2,4,5,8,28,57,,
19004,6,0,2,4,6,9,28,59,,
19006,5,0,1,5,5,10,30,56,,
19007,9,0,1,4,5,11,32,56,,
19008,8,0,1,5,5,8,26,57,,
19010,5,0,1,4,5,8,28,58,,
19014,10,0,0,3,5,10,23,57,,
19020,11,0,0,4,5,11,30,56,,
19022,11,0,0,4,5,8,25,58,,
19025,4,1,2,4,5,8,30,59,,
19027,4,1,2,4,6,10,29,58,,
19030,5,0,1,3,5,11,32,56,,
19034,4,1,2,4,5,9,31,59,,
19035,5,0,2,4,5,8,28,59,,
19040,2,1,1,5,5,10,30,58,,
19044,0,1,1,4,5,10,31,59,,
19046,5,0,1,4,5,10,31,58,,
19047,10,0,0,4,5,10,30,56,,
19050,6,0,1,4,5,9,27,57,,
19053,9,0,1,4,5,10,30,56,,
19056,8,0,1,4,5,10,32,56,,
19057,7,0,1,3,5,11,32,56,,
19061,8,0,1,3,5,10,23,58,,
19063,12,0,0,3,5,9,24,58,,
19067,1,1,1,1,6,12,32,56,,
19072,7,0,2,4,6,8,28,58,,
19073,7,0,1,4,5,9,27,57,,
19081,11,0,0,4,5,8,26,58,,
19085,4,1,1,4,5,8,28,58,,
19087,3,1,1,3,5,8,28,58,,
19090,2,1,1,5,5,10,31,58,,
19096,7,0,2,4,5,9,28,58,,
19101,3,1,2,4,6,10,28,58,,
19102,0,1,2,4,6,9,27,57,,
19103,1,1,2,4,6,9,27,57,,
19104,2,1,2,4,6,9,27,57,,
19105,0,1,2,4,6,9,27,57,,
19106,0,1,2,4,6,8,27,57,,
19107,0,1,2,4,6,9,27,57,,
19111,8,0,3,4,5,11,31,58,,
19112,4,1,2,3,5,7,27,57,,
19113,9,0,1,4,5,8,26,58,,
19114,9,0,1,5,5,10,30,56,,
19115,8,0,1,5,5,10,30,56,,
19116,8,0,1,5,5,9,30,56,,
19118,6,0,3,4,5,9,30,59,,
19120,5,0,2,4,5,10,31,58,,
19121,2,1,2,4,6,9,28,59,,
19123,0,1,2,4,6,10,28,58,,
19124,5,0,2,4,5,9,30,58,,
19125,2,1,2,4,6,9,28,58,,
19128,7,0,2,4,6,8,29,59,,
19129,4,1,1,4,6,9,29,59,,
19130,1,1,2,4,6,9,27,59,,
19132,3,1,2,4,6,9,28,59,,
19136,7,0,2,5,5,10,30,56,,
19139,4,1,1,4,5,9,27,57,,
19143,4,1,1,4,5,9,27,57,,
19144,5,0,1,4,6,10,29,59,,
19145,2,1,2,4,5,8,27,57,,
19147,1,1,2,4,6,8,27,56,,
19148,2,1,2,4,6,7,27,56,,
19149,7,0,2,4,5,10,31,58,,
19154,10,0,0,4,5,10,30,56,,
19172,0,1,2,4,6,8,27,57,,
19192,1,1,2,4,6,9,27,57,,
19301,7,0,1,2,5,9,27,57,,
19312,6,0,1,3,5,9,27,57,,
19317,8,0,1,1,3,8,23,57,,
19320,22,0,0,0,4,9,23,56,,
19333,4,1,1,3,5,9,28,58,,
19335,19,0,0,1,3,8,22,57,,
19341,14,0,0,1,5,9,24,57,,
19348,11,0,0,1,2,8,24,57,,
19355,10,0,0,1,5,9,26,56,,
19363,22,0,0,0,2,8,22,57,,
19380,14,0,0,2,4,9,24,57,,
19381,15,0,0,2,4,9,23,57,,
19382,14,0,0,2,4,9,23,57,,
19401,2,1,1,3,5,8,29,59,,
19403,3,1,1,3,5,8,29,59,,
19404,3,1,1,3,5,8,29,59,,
19405,1,1,1,3,5,8,29,59,,
19406,0,1,1,3,5,8,28,58,,
19407,4,1,1,3,5,9,28,58,,
19422,6,0,2,3,5,8,30,59,,
19424,6,0,2,4,5,8,30,59,,
19426,7,0,1,2,5,9,29,59,,
19428,3,1,1,4,5,8,29,59,,
19438,11,0,0,2,5,8,29,61,,
19442,11,0,0,1,5,9,26,57,,
19446,8,0,1,2,6,8,30,61,,
19456,5,0,1,2,6,9,28,58,,
19460,9,0,1,1,5,9,27,58,,
19462,4,1,2,4,6,8,29,59,,
19464,17,0,0,2,4,9,27,60,,
19468,10,0,0,2,4,9,28,59,,
19477,3,1,2,3,5,9,31,59,,
19482,5,0,1,3,5,9,28,58,,
19484,2,1,1,3,5,9,28,58,,
19506,10,0,0,1,2,5,20,60,,
19508,8,0,1,1,3,9,22,59,,
19512,15,0,0,1,4,9,27,60,,
19518,12,0,0,1,2,8,25,59,,
19533,6,0,1,1,1,6,22,60,,
19540,5,0,1,1,2,8,20,58,,
19551,10,0,0,1,2,5,22,58,,
19601,0,1,1,1,2,7,21,59,,
19603,1,1,1,1,2,7,22,59,,
19605,2,1,1,1,2,7,22,59,,
19607,3,1,1,1,2,8,21,59,,
19610,1,1,1,1,2,7,21,60,,
19612,2,1,1,1,2,8,22,59,,
19701,11,0,0,1,1,7,22,58,,
19702,10,0,0,1,1,7,22,58,,
19703,6,0,1,2,4,10,23,58,,
19707,7,0,1,1,2,8,22,57,,
19710,4,1,1,1,3,8,23,57,,
19711,10,0,0,1,1,8,23,58,,
19713,10,0,0,1,1,8,22,58,,
19714,10,0,0,1,1,8,23,58,,
19716,10,0,0,1,1,8,23,58,,
19720,4,1,1,1,1,8,22,58,,
19736,7,0,1,1,3,8,24,57,,
19801,0,1,1,1,1,3,23,57,,
19803,3,1,1,1,4,8,23,57,,
19805,2,1,1,1,3,8,23,57,,
19807,4,1,1,1,3,8,23,57,,
19808,6,0,1,1,2,8,22,57,,
19809,3,1,1,1,4,10,22,57,,
19810,6,0,1,1,4,9,21,57,,
19880,0,1,1,1,3,9,24,57,,
19884,0,1,1,1,3,9,24,57,,
19890,0,1,1,1,3,8,23,57,,
19894,0,1,1,1,3,8,23,57,,
19898,0,1,1,1,3,8,24,57,,
19899,0,1,1,1,3,9,24,57,,
19901,0,1,1,1,1,3,18,54,,
19903,4,1,1,1,1,3,20,54,,
19904,0,1,1,1,1,3,18,54,,
19947,24,0,0,0,1,2,12,49,,
19958,33,0,0,0,0,2,12,47,,
19966,25,0,0,0,1,2,10,46,,
20001,,,,,,,,,,
20002,,,,,,,,,,
20003,,,,,,,,,,
20004,,,,,,,,,,
20005,,,,,,,,,,
20006,,,,,,,,,,
20007,,,,,,,,,,
20008,,,,,,,,,,
20009,,,,,,,,,,
20011,,,,,,,,,,
20016,,,,,,,,,,
20018,,,,,,,,,,
20024,,,,,,,,,,
20036,,,,,,,,,,
20037,,,,,,,,,,
20041,,,,,,,,,,
20058,,,,,,,,,,
20068,,,,,,,,,,
20071,,,,,,,,,,
20076,,,,,,,,,,
20080,,,,,,,,,,
20108,,,,,,,,,,
20109,,,,,,,,,,
20110,,,,,,,,,,
20111,,,,,,,,,,
20115,,,,,,,,,,
20118,,,,,,,,,,
20121,,,,,,,,,,
20146,,,,,,,,,,
20147,,,,,,,,,,
20151,,,,,,,,,,
20152,,,,,,,,,,
20158,,,,,,,,,,
20164,,,,,,,,,,
20166,,,,,,,,,,
20170,,,,,,,,,,
20171,,,,,,,,,,
20175,,,,,,,,,,
20176,,,,,,,,,,
20182,,,,,,,,,,
20186,,,,,,,,,,
20190,,,,,,,,,,
20191,,,,,,,,,,
20212,,,,,,,,,,
20404,,,,,,,,,,
20601,,,,,,,,,,
20602,,,,,,,,,,
20612,,,,,,,,,,
20617,,,,,,,,,,
20621,,,,,,,,,,
20646,,,,,,,,,,
20659,,,,,,,,,,
20692,,,,,,,,,,
20701,,,,,,,,,,
20705,,,,,,,,,,
20706,,,,,,,,,,
20707,,,,,,,,,,
20716,,,,,,,,,,
20732,,,,,,,,,,
20736,,,,,,,,,,
20743,,,,,,,,,,
20745,,,,,,,,,,
20759,,,,,,,,,,
20763,,,,,,,,,,
20769,,,,,,,,,,
20770,,,,,,,,,,
20772,,,,,,,,,,
20773,,,,,,,,,,
20774,,,,,,,,,,
20781,,,,,,,,,,
20782,,,,,,,,,,
20785,,,,,,,,,,
20814,,,,,,,,,,
20815,,,,,,,,,,
20816,,,,,,,,,,
20817,,,,,,,,,,
20830,,,,,,,,,,
20832,,,,,,,,,,
20850,,,,,,,,,,
20852,,,,,,,,,,
20853,,,,,,,,,,
20854,,,,,,,,,,
20855,,,,,,,,,,
20866,,,,,,,,,,
20874,,,,,,,,,,
20876,,,,,,,,,,
20877,,,,,,,,,,
20878,,,,,,,,,,
20879,,,,,,,,,,
20895,,,,,,,,,,
20901,,,,,,,,,,
20904,,,,,,,,,,
20910,,,,,,,,,,
20912,,,,,,,,,,
21005,,,,,,,,,,
21014,,,,,,,,,,
21015,,,,,,,,,,
21017,,,,,,,,,,
21022,,,,,,,,,,
21029,,,,,,,,,,
21030,,,,,,,,,,
21031,,,,,,,,,,
21041,,,,,,,,,,
21042,,,,,,,,,,
21043,,,,,,,,,,
21044,,,,,,,,,,
21045,,,,,,,,,,
21046,,,,,,,,,,
21050,,,,,,,,,,
21061,,,,,,,,,,
21074,,,,,,,,,,
21075,,,,,,,,,,
21076,,,,,,,,,,
21085,,,,,,,,,,
21090,,,,,,,,,,
21093,,,,,,,,,,
21094,,,,,,,,,,
21108,,,,,,,,,,
21111,,,,,,,,,,
21114,,,,,,,,,,
21117,,,,,,,,,,
21122,,,,,,,,,,
21136,,,,,,,,,,
21144,,,,,,,,,,
21146,,,,,,,,,,
21152,,,,,,,,,,
21157,,,,,,,,,,
21158,,,,,,,,,,
21201,,,,,,,,,,
21202,,,,,,,,,,
21203,,,,,,,,,,
21204,,,,,,,,,,
21205,,,,,,,,,,
21207,,,,,,,,,,
21208,,,,,,,,,,
21209,,,,,,,,,,
21210,,,,,,,,,,
21211,,,,,,,,,,
21212,,,,,,,,,,
21214,,,,,,,,,,
21215,,,,,,,,,,
21218,,,,,,,,,,
21221,,,,,,,,,,
21222,,,,,,,,,,
21223,,,,,,,,,,
21224,,,,,,,,,,
21227,,,,,,,,,,
21228,,,,,,,,,,
21229,,,,,,,,,,
21230,,,,,,,,,,
21231,,,,,,,,,,
21234,,,,,,,,,,
21236,,,,,,,,,,
21237,,,,,,,,,,
21239,,,,,,,,,,
21244,,,,,,,,,,
21286,,,,,,,,,,
21289,,,,,,,,,,
21401,,,,,,,,,,
21403,,,,,,,,,,
21404,,,,,,,,,,
21502,,,,,,,,,,
21532,,,,,,,,,,
21540,,,,,,,,,,
21541,,,,,,,,,,
21550,,,,,,,,,,
21601,,,,,,,,,,
21617,,,,,,,,,,
21619,,,,,,,,,,
21620,,,,,,,,,,
21701,,,,,,,,,,
21702,,,,,,,,,,
21703,,,,,,,,,,
21704,,,,,,,,,,
21738,,,,,,,,,,
21740,,,,,,,,,,
21750,,,,,,,,,,
21784,,,,,,,,,,
21787,,,,,,,,,,
21793,,,,,,,,,,
21797,,,,,,,,,,
21801,,,,,,,,,,
21811,,,,,,,,,,
21903,,,,,,,,,,
21921,,,,,,,,,,
21922,,,,,,,,,,
22003,,,,,,,,,,
22027,,,,,,,,,,
22030,,,,,,,,,,
22031,,,,,,,,,,
22032,,,,,,,,,,
22033,,,,,,,,,,
22037,,,,,,,,,,
22039,,,,,,,,,,
22041,,,,,,,,,,
22042,,,,,,,,,,
22043,,,,,,,,,,
22044,,,,,,,,,,
22046,,,,,,,,,,
22060,,,,,,,,,,
22066,,,,,,,,,,
22101,,,,,,,,,,
22102,,,,,,,,,,
22107,,,,,,,,,,
22122,,,,,,,,,,
22124,,,,,,,,,,
22134,,,,,,,,,,
22150,,,,,,,,,,
22151,,,,,,,,,,
22153,,,,,,,,,,
22182,,,,,,,,,,
22183,,,,,,,,,,
22191,,,,,,,,,,
22201,,,,,,,,,,
22202,,,,,,,,,,
22203,,,,,,,,,,
22204,,,,,,,,,,
22206,,,,,,,,,,
22207,,,,,,,,,,
22209,,,,,,,,,,
22227,,,,,,,,,,
22303,,,,,,,,,,
22304,,,,,,,,,,
22306,,,,,,,,,,
22309,,,,,,,,,,
22310,,,,,,,,,,
22311,,,,,,,,,,
22312,,,,,,,,,,
22314,,,,,,,,,,
