,nearest_miles,Intensity_5 miles,Intensity_10 miles,Intensity_20 miles,Intensity_30 miles,intensity_50 miles,Intensity_100 miles,Intensity_200 miles,,
47706,,,,,,,,,,
47708,,,,,,,,,,
47710,,,,,,,,,,
47711,,,,,,,,,,
47712,,,,,,,,,,
47713,,,,,,,,,,
47715,,,,,,,,,,
47719,,,,,,,,,,
47721,,,,,,,,,,
47725,,,,,,,,,,
47732,,,,,,,,,,
47735,,,,,,,,,,
47803,,,,,,,,,,
47804,,,,,,,,,,
47807,,,,,,,,,,
47882,,,,,,,,,,
47901,,,,,,,,,,
47902,,,,,,,,,,
47905,,,,,,,,,,
47906,,,,,,,,,,
47909,,,,,,,,,,
47933,,,,,,,,,,
47996,,,,,,,,,,
48003,,,,,,,,,,
48007,,,,,,,,,,
48009,,,,,,,,,,
48015,,,,,,,,,,
48025,,,,,,,,,,
48026,,,,,,,,,,
48032,,,,,,,,,,
48033,,,,,,,,,,
48034,,,,,,,,,,
48036,,,,,,,,,,
48038,,,,,,,,,,
48040,,,,,,,,,,
48043,,,,,,,,,,
48046,,,,,,,,,,
48060,,,,,,,,,,
48066,,,,,,,,,,
48070,,,,,,,,,,
48071,,,,,,,,,,
48072,,,,,,,,,,
48075,,,,,,,,,,
48076,,,,,,,,,,
48079,,,,,,,,,,
48083,,,,,,,,,,
48084,,,,,,,,,,
48085,,,,,,,,,,
48089,,,,,,,,,,
48091,,,,,,,,,,
48092,,,,,,,,,,
48093,,,,,,,,,,
48097,,,,,,,,,,
48098,,,,,,,,,,
48101,,,,,,,,,,
48103,,,,,,,,,,
48104,,,,,,,,,,
48105,,,,,,,,,,
48106,,,,,,,,,,
48108,,,,,,,,,,
48111,,,,,,,,,,
48114,,,,,,,,,,
48116,,,,,,,,,,
48120,,,,,,,,,,
48121,,,,,,,,,,
48123,,,,,,,,,,
48124,,,,,,,,,,
48126,,,,,,,,,,
48150,,,,,,,,,,
48152,,,,,,,,,,
48160,,,,,,,,,,
48161,,,,,,,,,,
48162,,,,,,,,,,
48165,,,,,,,,,,
48167,,,,,,,,,,
48170,,,,,,,,,,
48174,,,,,,,,,,
48180,,,,,,,,,,
48202,,,,,,,,,,
48203,,,,,,,,,,
48205,,,,,,,,,,
48207,,,,,,,,,,
48211,,,,,,,,,,
48212,,,,,,,,,,
48216,,,,,,,,,,
48220,,,,,,,,,,
48224,,,,,,,,,,
48226,,,,,,,,,,
48231,,,,,,,,,,
48235,,,,,,,,,,
48236,,,,,,,,,,
48239,,,,,,,,,,
48243,,,,,,,,,,
48265,,,,,,,,,,
48288,,,,,,,,,,
48301,,,,,,,,,,
48302,,,,,,,,,,
48303,,,,,,,,,,
48304,,,,,,,,,,
48307,,,,,,,,,,
48308,,,,,,,,,,
48309,,,,,,,,,,
48310,,,,,,,,,,
48312,,,,,,,,,,
48313,,,,,,,,,,
48320,,,,,,,,,,
48321,,,,,,,,,,
48322,,,,,,,,,,
48326,,,,,,,,,,
48331,,,,,,,,,,
48334,,,,,,,,,,
48335,,,,,,,,,,
48341,,,,,,,,,,
48343,,,,,,,,,,
48346,,,,,,,,,,
48357,,,,,,,,,,
48374,,,,,,,,,,
48375,,,,,,,,,,
48377,,,,,,,,,,
48393,,,,,,,,,,
48430,,,,,,,,,,
48438,,,,,,,,,,
48442,,,,,,,,,,
48446,,,,,,,,,,
48502,,,,,,,,,,
48503,,,,,,,,,,
48507,,,,,,,,,,
48532,,,,,,,,,,
48603,,,,,,,,,,
48605,,,,,,,,,,
48609,,,,,,,,,,
48626,,,,,,,,,,
48640,,,,,,,,,,
48657,,,,,,,,,,
48674,,,,,,,,,,
48686,,,,,,,,,,
48708,,,,,,,,,,
48726,,,,,,,,,,
48735,,,,,,,,,,
48801,,,,,,,,,,
48813,,,,,,,,,,
48823,,,,,,,,,,
48837,,,,,,,,,,
48843,,,,,,,,,,
48844,,,,,,,,,,
48846,,,,,,,,,,
48847,,,,,,,,,,
48854,,,,,,,,,,
48855,,,,,,,,,,
48858,,,,,,,,,,
48864,,,,,,,,,,
48867,,,,,,,,,,
48895,,,,,,,,,,
48911,,,,,,,,,,
48912,,,,,,,,,,
48917,,,,,,,,,,
48933,,,,,,,,,,
49001,,,,,,,,,,
49002,,,,,,,,,,
49003,,,,,,,,,,
49007,,,,,,,,,,
49008,,,,,,,,,,
49009,,,,,,,,,,
49010,,,,,,,,,,
49016,,,,,,,,,,
49022,,,,,,,,,,
49036,,,,,,,,,,
49058,,,,,,,,,,
49068,,,,,,,,,,
49071,,,,,,,,,,
49080,,,,,,,,,,
49085,,,,,,,,,,
49091,,,,,,,,,,
49093,,,,,,,,,,
49097,,,,,,,,,,
49107,,,,,,,,,,
49117,,,,,,,,,,
49120,,,,,,,,,,
49127,,,,,,,,,,
49130,,,,,,,,,,
49201,,,,,,,,,,
49202,,,,,,,,,,
49221,,,,,,,,,,
49254,,,,,,,,,,
49286,,,,,,,,,,
49288,,,,,,,,,,
49301,,,,,,,,,,
49315,,,,,,,,,,
49316,,,,,,,,,,
49330,,,,,,,,,,
49345,,,,,,,,,,
49348,,,,,,,,,,
49351,,,,,,,,,,
49412,,,,,,,,,,
49413,,,,,,,,,,
49418,,,,,,,,,,
49423,,,,,,,,,,
49424,,,,,,,,,,
49441,,,,,,,,,,
49443,,,,,,,,,,
49444,,,,,,,,,,
49445,,,,,,,,,,
49448,,,,,,,,,,
49456,,,,,,,,,,
49464,,,,,,,,,,
49501,,,,,,,,,,
49503,,,,,,,,,,
49504,,,,,,,,,,
49505,,,,,,,,,,
49506,,,,,,,,,,
49508,,,,,,,,,,
49509,,,,,,,,,,
49512,,,,,,,,,,
49514,,,,,,,,,,
49518,,,,,,,,,,
49519,,,,,,,,,,
49525,,,,,,,,,,
49534,,,,,,,,,,
49544,,,,,,,,,,
49546,,,,,,,,,,
49588,,,,,,,,,,
49601,,,,,,,,,,
49636,,,,,,,,,,
49684,,,,,,,,,,
49685,,,,,,,,,,
49686,,,,,,,,,,
49707,,,,,,,,,,
49721,,,,,,,,,,
49734,,,,,,,,,,
49735,,,,,,,,,,
49770,,,,,,,,,,
49779,,,,,,,,,,
49783,,,,,,,,,,
49854,,,,,,,,,,
49855,,,,,,,,,,
49930,,,,,,,,,,
49931,,,,,,,,,,
50010,,,,,,,,,,
50021,,,,,,,,,,
50075,,,,,,,,,,
50112,,,,,,,,,,
50125,,,,,,,,,,
50131,,,,,,,,,,
50135,,,,,,,,,,
50144,,,,,,,,,,
50150,,,,,,,,,,
50158,,,,,,,,,,
50201,,,,,,,,,,
50208,,,,,,,,,,
50230,,,,,,,,,,
50250,,,,,,,,,,
50261,,,,,,,,,,
50265,,,,,,,,,,
50266,,,,,,,,,,
50303,,,,,,,,,,
50306,,,,,,,,,,
50309,,,,,,,,,,
50310,,,,,,,,,,
50313,,,,,,,,,,
50316,,,,,,,,,,
50322,,,,,,,,,,
50325,,,,,,,,,,
50391,,,,,,,,,,
50392,,,,,,,,,,
50401,,,,,,,,,,
50436,,,,,,,,,,
50450,,,,,,,,,,
50470,,,,,,,,,,
50480,,,,,,,,,,
50501,,,,,,,,,,
50511,,,,,,,,,,
50514,,,,,,,,,,
50533,,,,,,,,,,
50538,,,,,,,,,,
50542,,,,,,,,,,
50573,,,,,,,,,,
50588,,,,,,,,,,
50595,,,,,,,,,,
50613,,,,,,,,,,
50659,,,,,,,,,,
50665,,,,,,,,,,
50703,,,,,,,,,,
50704,,,,,,,,,,
50801,,,,,,,,,,
51035,,,,,,,,,,
51101,,,,,,,,,,
51102,,,,,,,,,,
51241,,,,,,,,,,
51301,,,,,,,,,,
51351,,,,,,,,,,
51363,,,,,,,,,,
51436,,,,,,,,,,
51466,,,,,,,,,,
51501,,,,,,,,,,
51503,,,,,,,,,,
51527,,,,,,,,,,
51566,,,,,,,,,,
51601,,,,,,,,,,
52001,,,,,,,,,,
52002,,,,,,,,,,
52004,,,,,,,,,,
52033,,,,,,,,,,
52066,,,,,,,,,,
52136,,,,,,,,,,
52151,,,,,,,,,,
52154,,,,,,,,,,
52172,,,,,,,,,,
52175,,,,,,,,,,
52235,,,,,,,,,,
52236,,,,,,,,,,
52240,,,,,,,,,,
52241,,,,,,,,,,
52302,,,,,,,,,,
52317,,,,,,,,,,
52353,,,,,,,,,,
52401,,,,,,,,,,
52404,,,,,,,,,,
52406,,,,,,,,,,
52407,,,,,,,,,,
52498,,,,,,,,,,
52499,,,,,,,,,,
52556,,,,,,,,,,
52577,,,,,,,,,,
52601,,,,,,,,,,
52722,,,,,,,,,,
52761,,,,,,,,,,
52801,,,,,,,,,,
52803,,,,,,,,,,
52808,,,,,,,,,,
53003,,,,,,,,,,
53004,,,,,,,,,,
53005,,,,,,,,,,
53007,,,,,,,,,,
53012,,,,,,,,,,
53022,,,,,,,,,,
53029,,,,,,,,,,
53045,,,,,,,,,,
53051,,,,,,,,,,
53066,,,,,,,,,,
53072,,,,,,,,,,
53073,,,,,,,,,,
53074,,,,,,,,,,
53081,,,,,,,,,,
53082,,,,,,,,,,
53083,,,,,,,,,,
53086,,,,,,,,,,
53089,,,,,,,,,,
53095,,,,,,,,,,
53103,,,,,,,,,,
53105,,,,,,,,,,
53110,,,,,,,,,,
53115,,,,,,,,,,
53130,,,,,,,,,,
53141,,,,,,,,,,
53142,,,,,,,,,,
53143,,,,,,,,,,
53147,,,,,,,,,,
53151,,,,,,,,,,
53154,,,,,,,,,,
53158,,,,,,,,,,
53172,,,,,,,,,,
53177,,,,,,,,,,
53185,,,,,,,,,,
53186,,,,,,,,,,
53187,,,,,,,,,,
53188,,,,,,,,,,
53192,,,,,,,,,,
53201,,,,,,,,,,
53202,,,,,,,,,,
53203,,,,,,,,,,
53204,,,,,,,,,,
53207,,,,,,,,,,
53208,,,,,,,,,,
53209,,,,,,,,,,
53212,,,,,,,,,,
53214,,,,,,,,,,
53215,,,,,,,,,,
53217,,,,,,,,,,
53219,,,,,,,,,,
53221,,,,,,,,,,
53222,,,,,,,,,,
53223,,,,,,,,,,
53224,,,,,,,,,,
53225,,,,,,,,,,
53226,,,,,,,,,,
53227,,,,,,,,,,
53233,,,,,,,,,,
53235,,,,,,,,,,
53290,,,,,,,,,,
53402,,,,,,,,,,
53403,,,,,,,,,,
53404,,,,,,,,,,
53406,,,,,,,,,,
53508,,,,,,,,,,
53511,,,,,,,,,,
53545,,,,,,,,,,
53547,,,,,,,,,,
53549,,,,,,,,,,
53562,,,,,,,,,,
53594,,,,,,,,,,
53595,,,,,,,,,,
53701,,,,,,,,,,
53703,,,,,,,,,,
53704,,,,,,,,,,
53705,,,,,,,,,,
53707,,,,,,,,,,
53711,,,,,,,,,,
53713,,,,,,,,,,
53716,,,,,,,,,,
53717,,,,,,,,,,
53718,,,,,,,,,,
53719,,,,,,,,,,
53744,,,,,,,,,,
53901,,,,,,,,,,
53913,,,,,,,,,,
53916,,,,,,,,,,
53923,,,,,,,,,,
54001,,,,,,,,,,
54022,,,,,,,,,,
54130,,,,,,,,,,
54136,,,,,,,,,,
54157,,,,,,,,,,
54208,,,,,,,,,,
54217,,,,,,,,,,
54220,,,,,,,,,,
54221,,,,,,,,,,
54228,,,,,,,,,,
54235,,,,,,,,,,
54301,,,,,,,,,,
54304,,,,,,,,,,
54305,,,,,,,,,,
54307,,,,,,,,,,
54313,,,,,,,,,,
54401,,,,,,,,,,
54402,,,,,,,,,,
54403,,,,,,,,,,
54437,,,,,,,,,,
54451,,,,,,,,,,
54455,,,,,,,,,,
54481,,,,,,,,,,
54494,,,,,,,,,,
54495,,,,,,,,,,
54558,,,,,,,,,,
54601,,,,,,,,,,
54603,,,,,,,,,,
54701,,,,,,,,,,
54702,,,,,,,,,,
54703,,,,,,,,,,
54755,,,,,,,,,,
54806,,,,,,,,,,
54880,,,,,,,,,,
54895,,,,,,,,,,
54901,,,,,,,,,,
54902,,,,,,,,,,
54903,,,,,,,,,,
54904,,,,,,,,,,
54912,,,,,,,,,,
54914,,,,,,,,,,
54927,,,,,,,,,,
54935,,,,,,,,,,
54942,,,,,,,,,,
54952,,,,,,,,,,
54956,,,,,,,,,,
54957,,,,,,,,,,
54971,,,,,,,,,,
55014,,,,,,,,,,
55042,,,,,,,,,,
55044,,,,,,,,,,
55057,,,,,,,,,,
55060,,,,,,,,,,
55066,,,,,,,,,,
55073,,,,,,,,,,
55075,,,,,,,,,,
55077,,,,,,,,,,
55082,,,,,,,,,,
55101,,,,,,,,,,
55102,,,,,,,,,,
55104,,,,,,,,,,
55107,,,,,,,,,,
55108,,,,,,,,,,
55109,,,,,,,,,,
55110,,,,,,,,,,
55112,,,,,,,,,,
55113,,,,,,,,,,
55114,,,,,,,,,,
55115,,,,,,,,,,
55117,,,,,,,,,,
55118,,,,,,,,,,
55120,,,,,,,,,,
55121,,,,,,,,,,
55122,,,,,,,,,,
55124,,,,,,,,,,
55125,,,,,,,,,,
55126,,,,,,,,,,
55127,,,,,,,,,,
55128,,,,,,,,,,
55144,,,,,,,,,,
55164,,,,,,,,,,
55303,,,,,,,,,,
55304,,,,,,,,,,
55305,,,,,,,,,,
55306,,,,,,,,,,
55311,,,,,,,,,,
55313,,,,,,,,,,
55317,,,,,,,,,,
55318,,,,,,,,,,
55328,,,,,,,,,,
55331,,,,,,,,,,
55337,,,,,,,,,,
55340,,,,,,,,,,
55342,,,,,,,,,,
55343,,,,,,,,,,
55344,4,1,1,2,2,2,5,9,,
55345,,,,,,,,,,
55346,,,,,,,,,,
55347,,,,,,,,,,
55350,,,,,,,,,,
55356,,,,,,,,,,
55359,,,,,,,,,,
55362,,,,,,,,,,
55369,,,,,,,,,,
55374,,,,,,,,,,
55379,,,,,,,,,,
55386,,,,,,,,,,
55387,,,,,,,,,,
55389,,,,,,,,,,
55391,,,,,,,,,,
55397,,,,,,,,,,
55398,,,,,,,,,,
55401,,,,,,,,,,
55402,,,,,,,,,,
55403,,,,,,,,,,
55405,,,,,,,,,,
55406,,,,,,,,,,
55407,,,,,,,,,,
55408,,,,,,,,,,
55410,,,,,,,,,,
55413,,,,,,,,,,
55414,,,,,,,,,,
55415,,,,,,,,,,
55416,,,,,,,,,,
55418,,,,,,,,,,
55419,,,,,,,,,,
55420,,,,,,,,,,
55422,,,,,,,,,,
55423,,,,,,,,,,
55424,,,,,,,,,,
55425,,,,,,,,,,
55426,,,,,,,,,,
55427,,,,,,,,,,
55428,,,,,,,,,,
55429,,,,,,,,,,
55431,,,,,,,,,,
55432,,,,,,,,,,
55433,,,,,,,,,,
55434,,,,,,,,,,
55435,4,1,1,2,2,2,5,9,,
55436,,,,,,,,,,
55437,,,,,,,,,,
55438,,,,,,,,,,
55439,,,,,,,,,,
55440,,,,,,,,,,
55441,,,,,,,,,,
55442,,,,,,,,,,
55445,,,,,,,,,,
55446,,,,,,,,,,
55447,,,,,,,,,,
55449,,,,,,,,,,
55450,,,,,,,,,,
55454,,,,,,,,,,
55474,,,,,,,,,,
55479,,,,,,,,,,
55720,,,,,,,,,,
55744,,,,,,,,,,
55746,,,,,,,,,,
55792,,,,,,,,,,
55802,,,,,,,,,,
55803,,,,,,,,,,
55805,,,,,,,,,,
55807,,,,,,,,,,
55901,,,,,,,,,,
55902,,,,,,,,,,
55912,,,,,,,,,,
55975,,,,,,,,,,
55976,,,,,,,,,,
55987,,,,,,,,,,
56001,,,,,,,,,,
56002,,,,,,,,,,
56011,,,,,,,,,,
56058,,,,,,,,,,
56071,,,,,,,,,,
56073,,,,,,,,,,
56097,,,,,,,,,,
56137,,,,,,,,,,
56152,,,,,,,,,,
56164,,,,,,,,,,
56186,,,,,,,,,,
56241,,,,,,,,,,
56258,,,,,,,,,,
56283,,,,,,,,,,
56284,,,,,,,,,,
56301,,,,,,,,,,
56304,,,,,,,,,,
56308,,,,,,,,,,
56345,,,,,,,,,,
56362,,,,,,,,,,
56401,,,,,,,,,,
56482,,,,,,,,,,
56501,,,,,,,,,,
56537,,,,,,,,,,
56538,,,,,,,,,,
56560,,,,,,,,,,
56601,,,,,,,,,,
56623,,,,,,,,,,
56701,,,,,,,,,,
56716,,,,,,,,,,
56721,,,,,,,,,,
57006,,,,,,,,,,
57015,,,,,,,,,,
57035,,,,,,,,,,
57037,,,,,,,,,,
57039,,,,,,,,,,
57049,,,,,,,,,,
57071,,,,,,,,,,
57072,,,,,,,,,,
57075,,,,,,,,,,
57078,,,,,,,,,,
57103,,,,,,,,,,
57104,,,,,,,,,,
57105,,,,,,,,,,
57107,,,,,,,,,,
57108,,,,,,,,,,
57117,,,,,,,,,,
57216,,,,,,,,,,
57252,,,,,,,,,,
57274,,,,,,,,,,
57350,,,,,,,,,,
57401,,,,,,,,,,
57701,,,,,,,,,,
57709,,,,,,,,,,
57719,,,,,,,,,,
57732,,,,,,,,,,
57783,,,,,,,,,,
57785,,,,,,,,,,
58075,,,,,,,,,,
58078,,,,,,,,,,
58102,,,,,,,,,,
58103,,,,,,,,,,
58104,,,,,,,,,,
58106,,,,,,,,,,
58109,,,,,,,,,,
58124,,,,,,,,,,
58201,,,,,,,,,,
58271,,,,,,,,,,
58421,,,,,,,,,,
58455,,,,,,,,,,
58501,,,,,,,,,,
58502,,,,,,,,,,
58503,,,,,,,,,,
58504,,,,,,,,,,
58506,,,,,,,,,,
58554,,,,,,,,,,
58558,,,,,,,,,,
58652,,,,,,,,,,
58701,,,,,,,,,,
58702,,,,,,,,,,
58703,,,,,,,,,,
58801,,,,,,,,,,
59019,,,,,,,,,,
59047,,,,,,,,,,
59061,,,,,,,,,,
59101,,,,,,,,,,
59102,,,,,,,,,,
59104,,,,,,,,,,
59105,,,,,,,,,,
59116,,,,,,,,,,
59401,,,,,,,,,,
59403,,,,,,,,,,
59404,,,,,,,,,,
59405,,,,,,,,,,
59427,,,,,,,,,,
59601,,,,,,,,,,
59604,,,,,,,,,,
59701,,,,,,,,,,
59714,,,,,,,,,,
59715,,,,,,,,,,
59716,,,,,,,,,,
59718,,,,,,,,,,
59755,,,,,,,,,,
59759,,,,,,,,,,
59802,,,,,,,,,,
59803,,,,,,,,,,
59804,,,,,,,,,,
59808,,,,,,,,,,
59840,,,,,,,,,,
59864,,,,,,,,,,
59873,,,,,,,,,,
59901,,,,,,,,,,
59903,,,,,,,,,,
59911,,,,,,,,,,
59923,,,,,,,,,,
59937,,,,,,,,,,
60004,,,,,,,,,,
60005,,,,,,,,,,
60007,7,0,1,2,4,5,8,24,,
60008,,,,,,,,,,
60010,,,,,,,,,,
60014,,,,,,,,,,
60015,,,,,,,,,,
60016,,,,,,,,,,
60017,,,,,,,,,,
60018,,,,,,,,,,
60025,,,,,,,,,,
60026,,,,,,,,,,
60029,,,,,,,,,,
60031,,,,,,,,,,
60033,,,,,,,,,,
60035,,,,,,,,,,
60043,,,,,,,,,,
60044,,,,,,,,,,
60045,,,,,,,,,,
60046,,,,,,,,,,
60047,,,,,,,,,,
60048,,,,,,,,,,
60050,,,,,,,,,,
60053,,,,,,,,,,
60056,,,,,,,,,,
60060,,,,,,,,,,
60061,,,,,,,,,,
60062,,,,,,,,,,
60064,25,0,0,0,1,5,9,24,,
60067,,,,,,,,,,
60069,,,,,,,,,,
60070,,,,,,,,,,
60071,,,,,,,,,,
60076,,,,,,,,,,
60077,,,,,,,,,,
60084,,,,,,,,,,
60085,,,,,,,,,,
60087,,,,,,,,,,
60089,,,,,,,,,,
60090,,,,,,,,,,
60093,,,,,,,,,,
60098,,,,,,,,,,
60101,,,,,,,,,,
60106,,,,,,,,,,
60108,,,,,,,,,,
60110,,,,,,,,,,
60115,,,,,,,,,,
60120,,,,,,,,,,
60123,,,,,,,,,,
60126,,,,,,,,,,
60131,,,,,,,,,,
60137,,,,,,,,,,
60143,,,,,,,,,,
60147,,,,,,,,,,
60148,,,,,,,,,,
60153,,,,,,,,,,
60154,,,,,,,,,,
60160,,,,,,,,,,
60162,,,,,,,,,,
60164,,,,,,,,,,
60169,,,,,,,,,,
60172,,,,,,,,,,
60173,,,,,,,,,,
60174,,,,,,,,,,
60178,,,,,,,,,,
60179,,,,,,,,,,
60181,,,,,,,,,,
60187,,,,,,,,,,
60188,,,,,,,,,,
60191,5,0,1,3,4,5,8,24,,
60192,,,,,,,,,,
60194,,,,,,,,,,
60195,,,,,,,,,,
60196,,,,,,,,,,
60201,,,,,,,,,,
60202,,,,,,,,,,
60302,,,,,,,,,,
60411,,,,,,,,,,
60419,,,,,,,,,,
60422,,,,,,,,,,
60423,,,,,,,,,,
60425,,,,,,,,,,
60426,,,,,,,,,,
60431,,,,,,,,,,
60434,,,,,,,,,,
60435,,,,,,,,,,
60436,,,,,,,,,,
60439,,,,,,,,,,
60440,,,,,,,,,,
60441,,,,,,,,,,
60445,,,,,,,,,,
60446,,,,,,,,,,
60450,,,,,,,,,,
60451,,,,,,,,,,
60452,,,,,,,,,,
60455,,,,,,,,,,
60456,,,,,,,,,,
60462,,,,,,,,,,
60473,,,,,,,,,,
60477,,,,,,,,,,
60487,,,,,,,,,,
60501,,,,,,,,,,
60504,,,,,,,,,,
60507,,,,,,,,,,
60510,,,,,,,,,,
60513,,,,,,,,,,
60514,,,,,,,,,,
60515,,,,,,,,,,
60517,,,,,,,,,,
60521,,,,,,,,,,
60522,,,,,,,,,,
60523,,,,,,,,,,
60525,,,,,,,,,,
60527,,,,,,,,,,
60532,,,,,,,,,,
60540,,,,,,,,,,
60543,,,,,,,,,,
60544,,,,,,,,,,
60555,,,,,,,,,,
60559,,,,,,,,,,
60561,,,,,,,,,,
60563,,,,,,,,,,
60566,,,,,,,,,,
60601,,,,,,,,,,
60602,,,,,,,,,,
60603,,,,,,,,,,
60604,,,,,,,,,,
60605,,,,,,,,,,
60606,,,,,,,,,,
60607,,,,,,,,,,
60608,,,,,,,,,,
60609,,,,,,,,,,
60610,,,,,,,,,,
60611,,,,,,,,,,
60612,,,,,,,,,,
60613,,,,,,,,,,
60614,,,,,,,,,,
60616,,,,,,,,,,
60617,,,,,,,,,,
60618,,,,,,,,,,
60622,,,,,,,,,,
60624,,,,,,,,,,
60629,,,,,,,,,,
60631,,,,,,,,,,
60632,,,,,,,,,,
60634,,,,,,,,,,
60638,,,,,,,,,,
60639,,,,,,,,,,
60640,,,,,,,,,,
60641,,,,,,,,,,
60642,,,,,,,,,,
60643,,,,,,,,,,
60647,,,,,,,,,,
60652,,,,,,,,,,
60654,,,,,,,,,,
60656,,,,,,,,,,
60659,,,,,,,,,,
60661,,,,,,,,,,
60666,,,,,,,,,,
60670,,,,,,,,,,
60675,,,,,,,,,,
60680,,,,,,,,,,
60681,,,,,,,,,,
60684,,,,,,,,,,
60685,,,,,,,,,,
60690,,,,,,,,,,
60697,,,,,,,,,,
60706,,,,,,,,,,
60707,,,,,,,,,,
60712,,,,,,,,,,
60714,,,,,,,,,,
60803,,,,,,,,,,
60804,,,,,,,,,,
60805,,,,,,,,,,
60827,,,,,,,,,,
60901,,,,,,,,,,
60910,,,,,,,,,,
60936,,,,,,,,,,
60970,,,,,,,,,,
61008,,,,,,,,,,
61010,,,,,,,,,,
61032,,,,,,,,,,
61070,,,,,,,,,,
61078,,,,,,,,,,
61081,,,,,,,,,,
61101,,,,,,,,,,
61104,,,,,,,,,,
61108,,,,,,,,,,
61125,,,,,,,,,,
61201,,,,,,,,,,
61244,,,,,,,,,,
61254,,,,,,,,,,
61264,,,,,,,,,,
61265,,,,,,,,,,
61350,,,,,,,,,,
61356,,,,,,,,,,
61443,,,,,,,,,,
61548,,,,,,,,,,
61550,,,,,,,,,,
61554,,,,,,,,,,
61555,,,,,,,,,,
61568,,,,,,,,,,
61602,,,,,,,,,,
61604,,,,,,,,,,
61607,,,,,,,,,,
61611,,,,,,,,,,
61614,,,,,,,,,,
61615,,,,,,,,,,
61629,,,,,,,,,,
61701,,,,,,,,,,
61704,,,,,,,,,,
61761,,,,,,,,,,
61801,,,,,,,,,,
61818,,,,,,,,,,
61820,,,,,,,,,,
61821,,,,,,,,,,
61824,,,,,,,,,,
61832,,,,,,,,,,
61834,,,,,,,,,,
61877,,,,,,,,,,
61938,,,,,,,,,,
61944,,,,,,,,,,
62002,,,,,,,,,,
62025,,,,,,,,,,
62037,,,,,,,,,,
62048,,,,,,,,,,
62056,,,,,,,,,,
62095,,,,,,,,,,
62208,,,,,,,,,,
62226,,,,,,,,,,
62233,,,,,,,,,,
62234,,,,,,,,,,
62286,,,,,,,,,,
62293,,,,,,,,,,
62301,,,,,,,,,,
62306,,,,,,,,,,
62320,,,,,,,,,,
62326,,,,,,,,,,
62401,,,,,,,,,,
62439,,,,,,,,,,
62450,,,,,,,,,,
62454,,,,,,,,,,
62510,,,,,,,,,,
62521,,,,,,,,,,
62523,,,,,,,,,,
62525,,,,,,,,,,
62526,,,,,,,,,,
62626,,,,,,,,,,
62650,,,,,,,,,,
62651,,,,,,,,,,
62701,,,,,,,,,,
62703,,,,,,,,,,
62704,,,,,,,,,,
62705,,,,,,,,,,
62707,,,,,,,,,,
62715,,,,,,,,,,
62739,,,,,,,,,,
62765,,,,,,,,,,
62791,,,,,,,,,,
62801,,,,,,,,,,
62806,,,,,,,,,,
62948,,,,,,,,,,
62984,,,,,,,,,,
63005,,,,,,,,,,
63006,,,,,,,,,,
63011,,,,,,,,,,
63017,,,,,,,,,,
63020,,,,,,,,,,
63021,,,,,,,,,,
63025,,,,,,,,,,
63026,,,,,,,,,,
63043,,,,,,,,,,
63044,,,,,,,,,,
63045,,,,,,,,,,
63080,,,,,,,,,,
63090,,,,,,,,,,
63101,,,,,,,,,,
63102,,,,,,,,,,
63103,,,,,,,,,,
63105,,,,,,,,,,
63107,,,,,,,,,,
63108,,,,,,,,,,
63110,,,,,,,,,,
63114,,,,,,,,,,
63116,,,,,,,,,,
63117,,,,,,,,,,
63118,,,,,,,,,,
63119,,,,,,,,,,
63121,,,,,,,,,,
63122,,,,,,,,,,
63123,,,,,,,,,,
63124,,,,,,,,,,
63126,,,,,,,,,,
63127,,,,,,,,,,
63130,,,,,,,,,,
63131,,,,,,,,,,
63132,,,,,,,,,,
63134,,,,,,,,,,
63136,,,,,,,,,,
63141,,,,,,,,,,
63144,,,,,,,,,,
63146,,,,,,,,,,
63164,,,,,,,,,,
63166,,,,,,,,,,
63167,,,,,,,,,,
63177,,,,,,,,,,
63178,,,,,,,,,,
63301,,,,,,,,,,
63302,,,,,,,,,,
63304,,,,,,,,,,
63366,,,,,,,,,,
63368,,,,,,,,,,
63376,,,,,,,,,,
63382,,,,,,,,,,
63461,,,,,,,,,,
63552,,,,,,,,,,
63645,,,,,,,,,,
63702,,,,,,,,,,
63732,,,,,,,,,,
63735,,,,,,,,,,
63775,,,,,,,,,,
63801,,,,,,,,,,
63901,,,,,,,,,,
64012,,,,,,,,,,
64015,,,,,,,,,,
64024,,,,,,,,,,
64030,,,,,,,,,,
64035,,,,,,,,,,
64060,,,,,,,,,,
64064,,,,,,,,,,
64067,,,,,,,,,,
64068,,,,,,,,,,
64076,,,,,,,,,,
64079,,,,,,,,,,
64081,,,,,,,,,,
64085,,,,,,,,,,
64093,,,,,,,,,,
64105,,,,,,,,,,
64106,,,,,,,,,,
64108,,,,,,,,,,
64111,,,,,,,,,,
64112,,,,,,,,,,
64114,,,,,,,,,,
64116,,,,,,,,,,
64117,,,,,,,,,,
64120,,,,,,,,,,
64121,,,,,,,,,,
64129,,,,,,,,,,
64131,,,,,,,,,,
64133,,,,,,,,,,
64138,,,,,,,,,,
64141,,,,,,,,,,
64145,,,,,,,,,,
64150,,,,,,,,,,
64152,,,,,,,,,,
64153,,,,,,,,,,
64154,,,,,,,,,,
64163,,,,,,,,,,
64196,,,,,,,,,,
64199,,,,,,,,,,
64429,,,,,,,,,,
64501,,,,,,,,,,
64502,,,,,,,,,,
64503,,,,,,,,,,
64601,,,,,,,,,,
